Description,Vendor_Name,Created,Invoice_Date,Due_Date,Amount,Settled,Outstanding,Number_of_Days_until_Payment
meterage copy costs,Tiffany Smith,01-05-2014 17:03,01-May-14,15-May-14,114.48,114.48,0.0,8
,Nicole Taylor,02-05-2014 06:37,28-Apr-14,28-May-14,72.78,72.78,0.0,65
,Lisa Mathews,02-05-2014 07:10,28-Apr-14,28-May-14,40.69,40.69,0.0,70
,Angel Ferguson,02-05-2014 10:01,02-May-14,01-Jun-14,129.18,129.18,0.0,7
,Ryan Lewis,02-05-2014 10:12,01-May-14,31-May-14,57.98,57.98,0.0,85
,April Baker,02-05-2014 10:54,29-Apr-14,29-May-14,52.5,52.12,0.38,66
,William Jackson,02-05-2014 13:10,30-Apr-14,30-May-14,6511.84,6511.84,0.0,7
AX bill,Derek Smith,02-05-2014 13:32,02-May-14,01-Jun-14,5.58,5.58,0.0,67
,Zachary Dudley,03-05-2014 06:28,03-May-14,02-Jun-14,47.58,47.58,0.0,12
Studio heating,Jacob Ward,05-05-2014 09:12,03-May-14,02-Jun-14,111.98,111.98,0.0,48
,Timothy Holmes,05-05-2014 09:30,25-Apr-14,09-May-14,747.0,747.0,0.0,60
,Sierra Baker,05-05-2014 22:04,02-May-14,01-Jun-14,72.33,72.33,0.0,87
,Tammy Everett,05-05-2014 23:48,03-May-14,04-May-14,45.93,45.93,0.0,10
,Benjamin Hogan,06-05-2014 09:28,06-May-14,16-May-14,376.38,376.38,0.0,38
,Tyler Roberts,06-05-2014 09:53,06-May-14,05-Jun-14,5457.01,5457.01,0.0,64
,Ms. Rebecca Drake MD,06-05-2014 10:51,06-May-14,05-Jun-14,301.98,301.98,0.0,10
,Amber Sanders,06-05-2014 11:30,06-May-14,20-May-14,73.98,73.98,0.0,65
,Mary Johnson,06-05-2014 14:55,16-Apr-14,30-Apr-14,492.45,492.45,0.0,20
,Duane Davis,06-05-2014 15:43,06-May-14,05-Jun-14,133.98,133.98,0.0,63
WebEx - support centre services,Bonnie Dawson,06-05-2014 18:59,06-May-14,09-May-14,1609.98,1609.98,0.0,11
,Veronica Kelley,07-05-2014 07:34,30-Apr-14,30-May-14,6511.84,6511.84,0.0,16
,Ms. Rebecca Drake MD,07-05-2014 09:08,07-May-14,06-Jun-14,301.98,301.98,0.0,9
,Timothy Jensen,07-05-2014 09:29,01-Apr-14,01-May-14,450.98,426.98,24.0,38
,Kimberly Pena,07-05-2014 09:36,01-Apr-14,01-May-14,451.98,451.98,0.0,93
,Heidi Jones,07-05-2014 09:45,01-Apr-14,01-May-14,451.98,251.98,200.0,98
,Anne Johnson,07-05-2014 09:45,01-Apr-14,01-May-14,481.98,81.98,400.0,38
,Beth Anderson,07-05-2014 10:09,01-Apr-14,01-May-14,76.98,76.98,0.0,80
,Sandra Cole,07-05-2014 10:15,07-May-14,06-Jun-14,66.18,66.18,0.0,2
,Keith Hampton,07-05-2014 10:17,01-Apr-14,01-May-14,636.98,6.98,630.0,80
,Robert Bryant,07-05-2014 10:34,07-May-14,06-Jun-14,372.78,372.78,0.0,2
,Steven Michael,07-05-2014 10:44,01-Apr-14,01-May-14,451.98,81.98,370.0,98
,Julie Parker,07-05-2014 10:44,01-Apr-14,01-May-14,475.98,45.98,430.0,119
,John Smith,07-05-2014 10:53,01-Apr-14,01-May-14,426.98,426.98,0.0,38
,Andrew Morris,07-05-2014 10:58,01-Apr-14,01-May-14,450.98,446.98,4.0,51
,Robert Salas,07-05-2014 11:15,07-May-14,06-Jun-14,191.33,191.33,0.0,63
,Rhonda Klein,07-05-2014 11:17,01-Apr-14,01-May-14,426.98,426.98,0.0,38
,Victor Reed,07-05-2014 11:19,01-Apr-14,01-May-14,606.98,30.48,576.5,38
,Jose Perez,07-05-2014 11:24,01-Apr-14,01-May-14,481.98,81.98,400.0,43
,Jessica Peterson,07-05-2014 11:26,01-Apr-14,01-May-14,426.98,426.98,0.0,38
,Michelle Anthony,07-05-2014 11:26,01-Apr-14,01-May-14,451.98,26.98,425.0,83
,Abigail Moore,07-05-2014 11:27,01-Apr-14,01-May-14,536.98,140.32,396.66,77
,Alison Tapia,07-05-2014 11:31,01-Apr-14,01-May-14,450.98,450.98,0.0,77
,Michael Adams,07-05-2014 12:48,07-May-14,21-May-14,103.98,103.98,0.0,1
,James Reyes,07-05-2014 13:06,01-Apr-14,01-May-14,41.98,41.98,0.0,80
,Michael Brown,07-05-2014 13:09,01-Apr-14,01-May-14,36.98,36.98,0.0,38
,Donna Harris,07-05-2014 13:12,01-Apr-14,01-May-14,36.98,36.98,0.0,51
,Stephanie Wilkins,07-05-2014 14:46,07-May-14,06-Jun-14,1363.98,1363.98,0.0,68
,Larry Tucker,07-05-2014 15:03,07-May-14,06-Jun-14,744.18,744.18,0.0,13
,Kyle Massey,07-05-2014 15:37,07-May-14,06-Jun-14,481.98,481.98,0.0,12
,Holly Anderson,07-05-2014 15:46,01-Apr-14,01-May-14,41.98,41.98,0.0,80
,Tracy Warner,07-05-2014 15:47,07-May-14,06-Jun-14,301.97,301.97,0.0,62
,Charles Higgins,07-05-2014 16:02,01-Apr-14,01-May-14,226.98,226.98,0.0,93
,Cynthia Salazar,07-05-2014 16:13,01-Apr-14,01-May-14,385.98,65.98,320.0,114
,Stephanie Preston,07-05-2014 16:18,01-Apr-14,01-May-14,340.98,316.98,24.0,51
,Misty Anderson,07-05-2014 16:27,01-Apr-14,01-May-14,471.98,471.98,0.0,50
,Mr. Juan Bradley,07-05-2014 16:31,01-Apr-14,01-May-14,316.98,316.98,0.0,77
,Stephanie Sanchez,07-05-2014 16:35,01-Apr-14,01-May-14,340.98,316.98,24.0,51
,Stephen Carr,07-05-2014 16:38,01-Apr-14,01-May-14,510.98,91.98,419.0,38
,Tracy Pope,07-05-2014 16:43,01-Apr-14,01-May-14,268.48,268.48,0.0,51
Teabags,Daniel Smith,08-05-2014 05:46,08-May-14,15-May-14,165.04,165.04,0.0,14
,Edward Mendoza,08-05-2014 09:16,08-May-14,30-Jun-14,11227.79,11227.79,0.0,33
,Mrs. Linda Ryan,08-05-2014 10:09,08-May-14,30-Jun-14,4150.08,4149.48,0.6,47
Freight,Ann Ball,08-05-2014 11:43,30-Apr-14,30-May-14,710.55,489.23,221.32,87
Shoe repairs,Susan Cordova,08-05-2014 11:52,30-Apr-14,30-May-14,2856.26,2.76,2853.5,23
One night accomm Leeds Bradford,Alex Grimes,08-05-2014 12:02,30-Apr-14,30-May-14,1454.18,1454.18,0.0,78
,Mark Olson,08-05-2014 13:50,08-May-14,30-Jun-14,2465.53,68.05,2397.48,141
,Kelly Smith,08-05-2014 14:24,01-Apr-14,01-May-14,241.98,41.98,200.0,43
,Kelly Armstrong,08-05-2014 14:25,01-Apr-14,01-May-14,226.98,226.98,0.0,93
,Tony Stevens,08-05-2014 14:26,01-Apr-14,01-May-14,216.98,216.98,0.0,77
,Denise Davis,08-05-2014 14:36,01-Apr-14,01-May-14,76.98,76.98,0.0,38
,Joseph Mcdonald,08-05-2014 15:02,01-Apr-14,01-May-14,61.98,61.98,0.0,38
,Emily Foster,08-05-2014 15:04,01-Apr-14,01-May-14,76.98,76.98,0.0,93
,Angela Schneider,08-05-2014 15:11,01-Apr-14,01-May-14,36.98,36.98,0.0,50
,Corey Hayes,08-05-2014 15:11,01-Apr-14,01-May-14,76.98,76.98,0.0,38
,Jennifer Carter,08-05-2014 15:14,01-Apr-14,01-May-14,71.98,71.98,0.0,43
,Michael Mayer,08-05-2014 15:20,01-Apr-14,01-May-14,101.98,101.98,0.0,80
,Peter Martinez,08-05-2014 15:26,01-Apr-14,01-May-14,91.98,91.98,0.0,52
,Nichole Johnson,08-05-2014 15:30,01-Apr-14,01-May-14,101.98,101.98,0.0,43
,Angela Gilbert,08-05-2014 15:33,01-Apr-14,01-May-14,101.98,101.98,0.0,93
,Shelia Smith,08-05-2014 15:34,01-Apr-14,01-May-14,101.98,101.98,0.0,43
,Mackenzie Castillo,08-05-2014 15:49,01-Apr-14,01-May-14,101.98,11.98,90.0,80
,Tyler Smith,08-05-2014 15:49,01-Apr-14,01-May-14,101.98,101.98,0.0,80
,Mark Washington,08-05-2014 15:51,01-Apr-14,01-May-14,101.98,51.98,50.0,80
Freight,Sandra Fernandez,08-05-2014 15:59,31-Mar-14,30-Apr-14,96.98,96.98,0.0,44
Freight,Robert Davidson,08-05-2014 16:03,31-Mar-14,30-Apr-14,96.98,96.98,0.0,94
Freight,Michelle Turner,08-05-2014 16:06,31-Mar-14,30-Apr-14,96.98,96.98,0.0,115
,Betty Williamson,08-05-2014 16:06,08-May-14,22-May-14,54.78,54.78,0.0,5
,William Price,08-05-2014 20:52,08-May-14,07-Jun-14,494.4,494.4,0.0,4
,Tammy Everett,08-05-2014 22:19,08-May-14,09-May-14,53.72,53.72,0.0,5
,Marcia Tran,09-05-2014 09:59,09-May-14,30-Jun-14,3478.98,3478.98,0.0,49
,Lisa Berry,09-05-2014 10:57,29-Apr-14,29-May-14,217.98,217.98,0.0,53
,Patrick Wade,09-05-2014 12:44,09-May-14,08-Jun-14,102.48,102.48,0.0,24
,Brian Carroll,09-05-2014 15:41,09-May-14,23-May-14,67.98,67.98,0.0,25
,Barry Stewart,09-05-2014 17:34,09-May-14,08-Jun-14,106.38,106.38,0.0,95
,Benjamin Bauer,10-05-2014 07:14,09-May-14,16-May-14,68.88,68.88,0.0,83
,William Baker,10-05-2014 08:13,10-May-14,09-Jun-14,2620.44,995.73,1624.71,4
,Richard Rhodes,10-05-2014 12:17,07-May-14,06-Jun-14,70.83,70.83,0.0,56
,Pamela Brown,10-05-2014 13:45,05-May-14,04-Jun-14,66.48,66.48,0.0,81
,Rachel Butler,11-05-2014 11:53,08-May-14,07-Jun-14,88.83,88.83,0.0,60
,Daniel Williams,11-05-2014 13:59,02-May-14,16-May-14,228.3,228.3,0.0,56
,Jerry Cox,11-05-2014 15:16,07-May-14,06-Jun-14,31.4,31.4,0.0,82
,Daniel Williams,11-05-2014 15:24,02-May-14,16-May-14,230.82,230.82,0.0,56
,Jim Scott,11-05-2014 18:27,12-May-14,13-May-14,129.54,129.54,0.0,7
,Tyler James,12-05-2014 10:54,06-May-14,05-Jun-14,135.18,135.18,0.0,52
,Douglas Ross,12-05-2014 11:14,08-May-14,26-Jun-14,226.62,226.62,0.0,49
,Stephanie Craig,12-05-2014 12:36,12-May-14,26-May-14,37.98,37.98,0.0,8
,Jay Tyler,12-05-2014 12:38,12-May-14,11-Jun-14,301.98,301.98,0.0,52
,Tiffany Haynes,12-05-2014 14:06,12-May-14,11-Jun-14,1801.98,1801.98,0.0,17
,Cindy Davis,12-05-2014 14:37,12-May-14,30-Jun-14,5754.78,5754.78,0.0,46
,Angela Hebert,12-05-2014 17:15,27-May-14,27-Jun-14,463.23,463.23,0.0,34
,Richard Williams,13-05-2014 07:53,13-May-14,30-Jun-14,7536.78,7536.78,0.0,49
,Travis Simpson,13-05-2014 09:49,13-May-14,27-May-14,66.04,66.04,0.0,17
,David Wells,13-05-2014 09:58,13-May-14,27-May-14,170.59,170.59,0.0,26
,Elizabeth Roach,13-05-2014 10:16,13-May-14,20-May-14,129.18,129.18,0.0,17
Studio heating,Charles Smith,13-05-2014 10:17,13-May-14,27-May-14,4.34,4.34,0.0,54
,Adam Preston,13-05-2014 11:20,13-May-14,20-May-14,25.98,25.98,0.0,17
,Susan Pacheco,13-05-2014 12:15,13-May-14,27-May-14,102.12,102.12,0.0,17
,Amber Sanders,13-05-2014 12:36,13-May-14,27-May-14,73.98,73.98,0.0,58
,Amber Sanders,13-05-2014 12:39,13-May-14,27-May-14,73.98,73.98,0.0,58
,Andrew Fuller,13-05-2014 13:52,13-May-14,30-Jun-14,3873.02,3873.02,0.0,20
,Meredith Ho,13-05-2014 13:58,13-May-14,30-Jun-14,5878.38,5878.38,0.0,45
,Amy Gardner,13-05-2014 14:17,13-May-14,27-May-14,187.11,187.11,0.0,17
,Rachel Thomas,13-05-2014 14:23,07-May-14,06-Jun-14,141.98,141.98,0.0,44
,Benjamin Williams,13-05-2014 14:31,13-May-14,27-May-14,216.96,216.96,0.0,17
,Michael Schaefer,13-05-2014 14:50,13-May-14,27-May-14,63.12,63.12,0.0,17
,Sarah Beck,13-05-2014 16:40,13-May-14,27-May-14,49.98,49.98,0.0,37
,Justin Sexton,14-05-2014 07:14,14-May-14,21-May-14,34.98,34.98,0.0,86
,Xavier Lopez,14-05-2014 07:41,14-May-14,21-May-14,181.98,181.98,0.0,48
,Brian Carroll,14-05-2014 09:09,14-May-14,28-May-14,67.98,67.98,0.0,20
,Ms. Rebecca Drake MD,14-05-2014 10:24,14-May-14,13-Jun-14,181.98,181.98,0.0,69
,Ms. Rebecca Drake MD,14-05-2014 10:56,14-May-14,13-Jun-14,181.98,181.98,0.0,23
,Ms. Rebecca Drake MD,14-05-2014 12:35,14-May-14,13-Jun-14,181.98,181.98,0.0,23
,Jay Tyler,14-05-2014 13:03,14-May-14,13-Jun-14,301.98,301.98,0.0,50
,Zachary Warren,14-05-2014 13:18,14-May-14,30-Jun-14,1840.38,2.28,1838.1,105
,Tracey Griffith,14-05-2014 14:01,14-May-14,30-Jun-14,10885.98,10885.98,0.0,62
,Robert Berg,14-05-2014 14:07,14-May-14,30-Jun-14,8869.98,8869.98,0.0,49
,Kyle Strickland,14-05-2014 17:58,09-May-14,08-Jun-14,171.99,171.99,0.0,91
Freight,Sierra Baker,14-05-2014 18:00,09-May-14,08-Jun-14,95.22,95.22,0.0,80
,Nathan Rocha,14-05-2014 18:02,12-May-14,11-Jun-14,37.99,37.99,0.0,70
Bank Charges,Pamela Brown,14-05-2014 18:12,12-May-14,11-Jun-14,33.98,33.98,0.0,74
,Courtney Fry,14-05-2014 18:36,13-May-14,12-Jun-14,78.77,78.77,0.0,55
,Nathan Rocha,14-05-2014 19:11,14-May-14,13-Jun-14,86.69,86.69,0.0,68
,Anna Nichols,15-05-2014 07:57,15-May-14,14-Jun-14,155.46,155.46,0.0,55
,Margaret Marshall,15-05-2014 09:24,15-May-14,30-Jun-14,4687.98,4687.98,0.0,34
,Katelyn Freeman,15-05-2014 09:52,15-May-14,30-Jun-14,3803.58,3803.58,0.0,40
,Ms. Rebecca Drake MD,15-05-2014 10:12,15-May-14,14-Jun-14,181.98,181.98,0.0,22
,William Baker,15-05-2014 10:36,15-May-14,14-Jun-14,2251.98,2251.98,0.0,11
,Kevin Haynes,15-05-2014 12:55,15-May-14,31-May-14,511.98,511.98,0.0,20
,Susan Flores,15-05-2014 14:53,15-May-14,14-Jun-14,7171.98,7171.98,0.0,57
,Jeffrey Arellano,15-05-2014 14:55,15-May-14,29-May-14,505.98,505.98,0.0,54
,Benjamin Bauer,15-05-2014 20:09,14-May-14,21-May-14,68.88,68.88,0.0,32
,Curtis Mcmahon,15-05-2014 22:28,15-May-14,14-Jun-14,124.79,124.79,0.0,4
,Wendy James,16-05-2014 06:58,30-Apr-14,14-May-14,6511.84,6499.84,12.0,26
,Wendy James,16-05-2014 07:00,14-May-14,28-May-14,11666.78,13.98,11652.8,23
,Tammy Lozano,16-05-2014 10:14,16-May-14,30-May-14,23.58,23.58,0.0,3
,Michele Brewer,16-05-2014 10:21,15-May-14,14-Jun-14,474.48,474.48,0.0,85
,Richard Rogers,16-05-2014 11:30,16-May-14,15-Jun-14,3601.98,3601.98,0.0,27
,Jennifer Smith,16-05-2014 12:50,16-May-14,15-Jun-14,901.98,901.98,0.0,17
,Ms. Rebecca Drake MD,16-05-2014 13:03,16-May-14,15-Jun-14,301.98,301.98,0.0,14
,Tiffany Cardenas,16-05-2014 14:36,16-May-14,30-Jun-14,31.62,31.62,0.0,52
,Christopher Thomas,16-05-2014 16:44,16-May-14,15-Jun-14,321.98,321.98,0.0,60
,Ashley Rose,16-05-2014 16:48,16-May-14,23-May-14,394.98,394.98,0.0,60
,Natalie Miller,17-05-2014 10:38,30-Apr-14,30-May-14,3199.98,3199.98,0.0,79
,Donald Fernandez,17-05-2014 10:47,30-Apr-14,30-May-14,53.58,53.58,0.0,79
,Edwin Lee,17-05-2014 10:48,30-Apr-14,30-May-14,708.78,708.78,0.0,79
,Pamela Brown,17-05-2014 10:49,30-Apr-14,30-May-14,67.98,67.98,0.0,79
,Rebecca Ramirez,18-05-2014 11:05,18-May-14,25-May-14,91.98,91.98,0.0,1
,Alexander Scott,19-05-2014 05:53,19-May-14,18-Jun-14,366.98,366.98,0.0,59
,Cody Miller,19-05-2014 06:00,19-May-14,18-Jun-14,215.58,2.08,213.5,64
,Chad Roberts,19-05-2014 09:45,19-May-14,02-Jun-14,601.98,601.98,0.0,31
,Jennifer Schultz,19-05-2014 09:48,19-May-14,31-May-14,432.9,432.9,0.0,49
,Cindy Coffey,19-05-2014 10:11,30-May-14,29-Jun-14,280.97,280.97,0.0,4
,Brian Carroll,19-05-2014 10:30,19-May-14,02-Jun-14,67.98,67.98,0.0,15
,Brian Carroll,19-05-2014 10:37,19-May-14,02-Jun-14,67.98,67.98,0.0,15
Studio heating,Jon Ayers,19-05-2014 11:03,19-May-14,18-Jun-14,4.38,4.38,0.0,50
,Cameron Garcia,19-05-2014 11:20,16-May-14,15-Jun-14,71.49,71.49,0.0,52
,Ashley Hernandez,19-05-2014 11:39,19-May-14,18-Jun-14,453.18,58.38,394.8,21
,Rebecca Osborne,19-05-2014 11:57,19-May-14,18-Jun-14,453.18,58.38,394.8,39
,Ms. Rebecca Drake MD,19-05-2014 12:31,19-May-14,18-Jun-14,361.98,361.98,0.0,11
,Tyler Palmer,19-05-2014 12:46,19-May-14,18-Jun-14,871.38,871.38,0.0,7
,Steven Fox,19-05-2014 13:09,19-May-14,18-Jun-14,37.98,37.98,0.0,50
,Alexandria Cline,19-05-2014 22:10,19-May-14,14-Jun-14,401.98,301.98,100.0,15
,Tonya Francis,20-05-2014 07:02,19-May-14,18-Jun-14,206.76,206.76,0.0,81
,Wanda Contreras,20-05-2014 09:45,20-May-14,19-Jun-14,163.98,163.98,0.0,24
Coffee ,Christina Wilson,20-05-2014 10:55,20-May-14,19-Jun-14,1287.18,1287.18,0.0,31
Taxi ,Christina Wilson,20-05-2014 10:58,20-May-14,19-Jun-14,11401.98,11401.98,0.0,17
Various parts for company vehicle,Kevin Khan,20-05-2014 12:48,13-May-14,12-Jun-14,115.98,115.98,0.0,43
,Kyle Cowan,20-05-2014 13:05,30-Apr-14,30-May-14,1501.98,1501.98,0.0,35
Food and Drink,Kelsey Hamilton,20-05-2014 13:26,20-May-14,19-Jun-14,1001.98,1001.98,0.0,35
,Diane Higgins,20-05-2014 14:26,22-Apr-14,06-Jun-14,121.98,121.98,0.0,108
,Tricia Butler,21-05-2014 08:55,21-May-14,04-Jun-14,73.98,73.98,0.0,7
,Keith Martin,21-05-2014 11:08,21-May-14,04-Jun-14,25.98,25.98,0.0,12
,Aaron Garcia,21-05-2014 11:50,02-Jun-14,09-Jun-14,383.9,383.9,0.0,63
,David Miller,21-05-2014 13:59,21-May-14,20-Jun-14,629.58,629.58,0.0,29
Amazon UK,Kurt Patterson Jr.,21-05-2014 16:10,21-May-14,04-Jun-14,13.98,13.98,0.0,7
,Timothy Walters,21-05-2014 16:11,21-May-14,04-Jun-14,55.98,55.98,0.0,7
,Reginald Brady,22-05-2014 08:40,24-Apr-14,24-May-14,221.98,221.98,0.0,28
Amazon UK,Michael Diaz,22-05-2014 09:59,22-May-14,05-Jun-14,13.98,13.98,0.0,6
,Derek Hogan,22-05-2014 10:09,10-Apr-14,10-May-14,16091.18,8046.58,8044.6,42
,Michelle Allen,22-05-2014 11:18,24-Apr-14,24-May-14,286.98,286.98,0.0,28
2 nights accommodation and food,Amy Best,22-05-2014 14:46,22-May-14,21-Jun-14,697.98,697.98,0.0,56
,Nathan Rocha,22-05-2014 15:30,21-May-14,20-Jun-14,80.24,80.24,0.0,61
,Xavier Bates,22-05-2014 15:59,01-Apr-14,01-May-14,451.98,416.98,35.0,52
,Jim Scott,22-05-2014 22:46,22-May-14,23-May-14,153.47,153.47,0.0,7
,Todd White,23-05-2014 08:00,23-May-14,30-May-14,176.58,176.58,0.0,26
,Renee Hurley,23-05-2014 08:14,23-May-14,30-May-14,84.78,84.78,0.0,59
,Mrs. Rachel Martinez,23-05-2014 08:46,12-May-14,11-Jun-14,154.98,154.98,0.0,39
,Cesar Kemp,23-05-2014 10:40,18-May-14,17-Jun-14,158.73,158.73,0.0,52
,Andrew Stewart,23-05-2014 11:20,22-May-14,21-Jun-14,92.38,92.38,0.0,41
,Pamela Brown,23-05-2014 11:21,22-May-14,21-Jun-14,27.98,27.98,0.0,64
,Meredith Haas,23-05-2014 11:53,23-May-14,06-Jun-14,25.98,25.98,0.0,10
,Jerry Graham,23-05-2014 11:54,23-May-14,06-Jun-14,25.98,25.98,0.0,5
,Donna Willis,23-05-2014 14:21,23-May-14,30-Jun-14,755.21,755.21,0.0,89
,Jodi Medina,23-05-2014 15:42,23-May-14,06-Jun-14,25.98,25.98,0.0,5
,Lisa Gonzalez,23-05-2014 15:48,23-May-14,06-Jun-14,28.98,28.98,0.0,5
,Sarah Johnson,23-05-2014 23:47,24-May-14,25-May-14,326.5,326.5,0.0,1
,William Jackson,24-05-2014 07:25,23-May-14,30-Jun-14,124.08,124.08,0.0,118
,William Jackson,24-05-2014 07:37,23-May-14,30-Jun-14,192.78,192.78,0.0,118
Studio heating,William Jackson,24-05-2014 07:39,23-May-14,30-Jun-14,111.96,111.96,0.0,118
,Derek Huber,24-05-2014 12:07,24-May-14,30-Jun-14,217.02,217.02,0.0,88
,Derek Huber,24-05-2014 12:10,24-May-14,30-Jun-14,25.86,25.86,0.0,88
,Michael Martinez,25-05-2014 18:34,25-May-14,24-Jun-14,337.98,337.98,0.0,28
,Adrian York,26-05-2014 08:21,01-May-14,04-May-14,5001.98,4001.98,1000.0,25
,Andrea Richard,26-05-2014 08:23,20-May-14,23-May-14,5996.98,4946.98,1050.0,6
,Susan Jenkins,26-05-2014 08:26,29-Apr-14,02-May-14,5996.98,5996.98,0.0,27
,Kevin Walton,26-05-2014 08:30,08-May-14,11-May-14,5801.98,1001.98,4800.0,18
,Deborah Strickland,26-05-2014 08:39,30-Apr-14,03-May-14,5996.98,4996.98,1000.0,76
,Darrell Jones,26-05-2014 08:43,01-May-14,04-May-14,5376.98,4376.98,1000.0,25
,Thomas Brown,26-05-2014 08:46,28-Apr-14,01-May-14,6496.98,5496.98,1000.0,28
,Carolyn Hill,26-05-2014 09:46,26-May-14,09-Jun-14,25.98,25.98,0.0,2
,Patricia Wallace MD,26-05-2014 13:49,03-May-14,02-Jun-14,56.98,56.98,0.0,38
,Brian Irwin,26-05-2014 13:51,03-May-14,02-Jun-14,241.98,241.98,0.0,38
,Sarah Lee,26-05-2014 13:57,08-May-14,07-Jun-14,56.98,56.98,0.0,33
,Kimberly Watson,26-05-2014 13:58,08-May-14,07-Jun-14,51.98,51.98,0.0,33
,Tanya Frank,26-05-2014 14:08,13-May-14,12-Jun-14,156.98,156.98,0.0,28
,April Sanford,26-05-2014 14:09,14-May-14,13-Jun-14,56.98,56.98,0.0,27
,Vanessa Shannon,26-05-2014 14:20,20-May-14,19-Jun-14,56.98,56.98,0.0,21
,Katherine Wright,26-05-2014 14:37,26-May-14,09-Jun-14,43.98,43.98,0.0,4
Amazon UK,Roger Ramos,26-05-2014 14:46,26-May-14,09-Jun-14,13.98,13.98,0.0,7
,Nathan Rocha,26-05-2014 20:17,23-May-14,22-Jun-14,25.95,25.95,0.0,59
,Brian Carroll,27-05-2014 08:41,27-May-14,10-Jun-14,133.98,133.98,0.0,23
,Jennifer Smith,27-05-2014 09:04,23-May-14,22-Jun-14,769.98,769.98,0.0,10
,Mark Ramirez,27-05-2014 11:34,28-Mar-14,31-Mar-14,5996.98,1001.98,4995.0,60
,Joseph Thompson,27-05-2014 13:36,27-May-14,10-Jun-14,433.98,433.98,0.0,23
,Stephanie Smith,27-05-2014 14:25,24-May-14,23-Jun-14,66.98,66.98,0.0,46
,Christina Goodwin,27-05-2014 14:49,20-May-14,30-Jun-14,361.98,361.98,0.0,37
,Kristen Wright,27-05-2014 15:22,27-May-14,24-Jun-14,829.96,25.74,804.22,17
,Ms. Rebecca Drake MD,28-05-2014 10:31,28-May-14,27-Jun-14,181.98,181.98,0.0,9
,Matthew Smith,28-05-2014 11:14,28-May-14,11-Jun-14,25.98,25.98,0.0,6
,Tammy Nelson,28-05-2014 11:26,28-May-14,27-Jun-14,1800.98,501.98,1299.0,54
,Philip Curry,28-05-2014 12:13,28-May-14,27-Jun-14,501.98,51.98,450.0,35
,Antonio Wilson,28-05-2014 12:26,28-May-14,27-Jun-14,151.98,151.98,0.0,7
Items for company van ,Christina Wilson,28-05-2014 13:41,28-May-14,27-Jun-14,6042.13,6042.13,0.0,27
Taxi,Amanda Mueller,28-05-2014 14:46,28-May-14,27-Jun-14,3199.38,3199.38,0.0,9
Taxi,Amanda Mueller,28-05-2014 14:52,28-May-14,27-Jun-14,4681.98,4681.98,0.0,9
,Joseph Thompson,28-05-2014 15:29,28-May-14,11-Jun-14,55.98,55.98,0.0,22
,Sara Bauer,29-05-2014 10:14,29-May-14,12-Jun-14,67.98,67.98,0.0,48
,Brian Carroll,29-05-2014 10:27,29-May-14,12-Jun-14,67.98,67.98,0.0,21
,Holly Shields,29-05-2014 10:39,29-May-14,12-Jun-14,145.98,145.98,0.0,22
,Angela Montoya,29-05-2014 10:47,29-May-14,28-Jun-14,841.98,841.98,0.0,5
,Rachael Perez,29-05-2014 11:40,07-Apr-14,07-May-14,313.98,313.98,0.0,56
,Ashley Smith,29-05-2014 11:57,27-May-14,26-Jun-14,35.14,34.7,0.44,73
Delivery ,Courtney Morton,29-05-2014 11:58,29-May-14,28-Jun-14,2238.67,2238.67,0.0,12
,Eddie Frazier,29-05-2014 12:54,29-May-14,30-May-14,52.33,52.33,0.0,7
,Christopher Sanchez,29-05-2014 13:56,14-May-14,13-Jun-14,73.98,73.98,0.0,90
,Alison Moss,29-05-2014 15:15,29-May-14,28-Jun-14,23.38,23.38,0.0,71
,Ryan Brooks,29-05-2014 15:25,29-May-14,26-Jun-14,73.26,73.26,0.0,26
,Donna Willis,30-05-2014 09:18,30-May-14,30-Jun-14,187.2,187.2,0.0,82
,Nathan Rocha,30-05-2014 09:35,29-May-14,28-Jun-14,43.78,43.78,0.0,53
,Cameron Ball,30-05-2014 09:45,29-May-14,28-Jun-14,108.09,108.09,0.0,64
,Rachel Butler,30-05-2014 09:54,29-May-14,28-Jun-14,67.38,67.38,0.0,39
,Daniel Williams,30-05-2014 10:51,23-May-14,06-Jun-14,452.46,452.46,0.0,77
,Vicki Ortiz,30-05-2014 11:05,30-May-14,30-Jun-14,79.98,79.98,0.0,82
,Michael Foley,30-05-2014 11:24,30-May-14,29-Jun-14,1228.08,1228.08,0.0,14
Studio heating,Vicki Ortiz,30-05-2014 11:25,30-May-14,30-Jun-14,111.48,111.48,0.0,82
,Vicki Ortiz,30-05-2014 11:26,30-May-14,30-Jun-14,201.72,201.72,0.0,82
,Sara Walker,30-05-2014 11:44,30-May-14,30-Jun-14,79.98,79.98,0.0,82
,Mr. Ernest Chan MD,30-05-2014 15:42,30-May-14,06-Jun-14,34.98,34.98,0.0,80
,Brent Pineda,31-05-2014 09:45,20-Apr-14,20-May-14,66.98,66.98,0.0,47
,Bradley Atkinson,31-05-2014 14:12,31-May-14,14-Jun-14,202.85,202.85,0.0,36
,Claire Booth,31-05-2014 14:22,31-May-14,14-Jun-14,228.51,228.51,0.0,36
Myfonts,Keith Peterson,31-05-2014 14:44,29-May-14,28-Jun-14,19.18,19.18,0.0,36
,Joshua Conner,01-06-2014 08:11,27-May-14,26-Jun-14,101.98,101.98,0.0,53
